React Native,https://facebook.github.io/react-native/,Framework,『빠른 모바일 앱 개발을 위한 REACT NATIVE(리액트 네이티브)』는 페이스북이 공개한 모바일 애플리케이션을 만드는 리액트 네이티브를 소개한다.,0.51,
Hibernate,http://hibernate.org/,Framework,하이버네이트 ORM(Hibernate ORM)은 자바 언어를 위한 객체 관계 매핑 프레임워크이다. 객체 지향 도메인 모델을 관계형 데이터베이스로 매핑하기 위한 프레임워크를 제공한다.,5.2.5,
Apache Flex,http://flex.apache.org/,Framework,"아파치 플렉스(Apache Flex, 이전 이름: 어도비 플렉스(Adobe Flex))는 어도비 플래시 플랫폼의 특허에 기반을 둔 크로스 플랫폼을 지원하는 리치 인터넷 애플리케이션의 개발과 배포를 위해 어도비에서 발표한 기술을 한 데 모아둔 것이다.",4.1.6,
Netty,https://netty.io/,Framework,네티는 유지하기 쉬운 높은 성능의 프로토콜 서버 및 클라이언트를 신속한 개발을 위한 비동기 이벤트 드리븐 네트워크 어플리케이션 프레임워크입니다.,4.1.18,
Vert.x,http://vertx.io/,Framework,Vert.x는 고성능과 다양한 프로토콜 지원을 장점으로 내세우고 있습니다. vert.x는 여기서 한 발 더 나아가 서버 네트워크 환경을 구축하고 운영하는 환경까지도 고려하고 있습니다,3.5.0,
Cocos2d-x,http://www.cocos2d-x.org/,Framework,Cocos2d-x는 C ++로 작성된 오픈 소스 게임 프레임 워크로서 플랫폼에 종속 된 씬 (thin) 레이어를 사용합니다,1.7,
Caffe,http://caffe.berkeleyvision.org/,Framework,"Caffe는 표현, 속도 및 모듈성을 염두에두고 작성된 심층 학습 프레임 워크입니다.",,
Apache http server,https://www.apache.org/,Server,"아파치 HTTP 서버는 아파치 소프트웨어 재단에서 관리하는 HTTP 웹 서버이다. BSD, 리눅스 등 유닉스 계열 뿐 아니라 마이크로소프트 윈도우나 노벨 넷웨어 같은 기종에서도 운용할 수 있다.",2.4,
Apache tomcat,http://tomcat.apache.org/,Server,아파치 톰캣은 아파치 소프트웨어 재단에서 개발된 서블릿 컨테이너(또는 웹 컨테이너)만 있는 웹 애플리케이션 서버이다.,Tomcat 9,
Nginx,http://nginx.org/,Server,"Nginx(엔진 x라 읽는다)는 웹 서버 소프트웨어로, 가벼움과 높은 성능을 목표로 한다. 웹 서버, 리버스 프록시 및 메일 프록시 기능을 가진다.",1.1.37,
Iis,https://www.iis.net/,Server,"마이크로소프트 인터넷 정보 서비스(Internet Information Services, IIS)는 마이크로소프트 윈도우를 사용하는 서버들을 위한 인터넷 기반 서비스들의 모임이다. 이전 이름은 인터넷 정보 서버(Internet Information Server)였다.",1.2,
Couchbase,https://www.couchbase.com/,Server,"카우치베이스 서버(Couchbase Server)는 유연한 JSON 모델로 고정 데이터베이스 스키마의 제약 없이 쉽게 애플리케이션을 수정할 수 있으며, submilisecond (1/1000 ms 이하)의 초고속 데이터 입출력 처리의 높은 성능을 보장합니다. 또한, 간편한 스케일 아웃(scale-out)으로 다운타임 없이 시스템 구성 변경 및 확장을 지원합니다.",5,
Hazelcast,https://hazelcast.com/,Server,Java 기반의 미들웨어이며 프로그램들을 그룹화해서 각각 데이터를 가변적으로 분산시켜주기 위한 것이다.,3.9,
Windows Server 2008 R2,https://support.microsoft.com/ko-kr/help/976932/information-about-service-pack-1-for-windows-7-and-for-windows-server,Server,"윈도우 서버 2008 R2(Windows Server 2008 R2)는 윈도우 서버 2008의 후속이다. 전 세계 공통으로, 윈도우 7과 익스체인지 서버 2010과 같이 2009년 10월 22일에 출시되었다.",,
